ai.grakn:grakn-engine:2016-11-22,0,0,0,0,0,0,0,1.1.7,0,0,0
ai.grakn:grakn-engine:2017-02-14,0,0,0,19,0,0,0,1.1.7,0,0,0
ai.grakn:grakn-engine:2017-04-19,0,0,0,19,0,0,0,0,0,0,0
ai.grakn:grakn-engine:2017-07-03,0,1.7.20,0,19,0,0,0,0,0,0,0
ai.grakn:grakn-test:2016-08-10,0,1.7.20,0,0,0,0,0,0,0,0,4.11
ai.grakn:grakn-test:2016-12-11,4.11,0,0,0,0,0,0,0,0,0,0
ai.grakn:grakn-test:2017-04-21,0,0,0,19,0,0,0,0,0,0,4.12
ai.grakn:grakn-test:2017-06-02,4.12,0,0,19,0,0,0,0,0,0,4.12
au.com.dius:pact-jvm-consumer_2.10:2014-03-31,0,0,2.10.3,0,0,0,0,0,0,0,4.11
au.com.dius:pact-jvm-consumer_2.10:2014-07-11,4.11,0,2.10.3,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.10:2014-07-20,0,1.7.5,2.1,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.10:2015-05-21,0,1.7.5,2.10.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2014-07-20,0,1.7.5,2.11,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2014-09-18,0,1.7.5,2.11.1,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2014-10-06,0,1.7.5,2.11.2,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2015-05-09,0,1.7.5,2.11.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2015-07-08,0,1.7.7,2.11.6,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2015-11-14,0,1.7.7,2.11.7,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2016-06-17,0,1.7.7,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2016-12-30,0,1.7.21,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.10:2014-08-06,0,1.7.5,2.1,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.10:2015-05-21,0,1.7.5,2.10.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.10:2015-06-14,0,1.7.5,2.10.5,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.10:2015-11-14,0,1.7.7,2.10.5,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2014-07-20,0,1.7.5,2.11,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2014-09-18,0,1.7.5,2.11.1,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2014-12-15,0,1.7.5,2.11.2,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2015-02-28,0,1.7.5,2.11.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2015-07-08,0,1.7.7,2.11.6,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2016-03-29,0,1.7.7,2.11.7,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2016-07-31,0,1.7.7,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-groovy_2.11:2017-06-11,0,1.7.21,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-junit_2.10:2014-06-06,4.11,0,2.10.3,0,0,0,0,0,0,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.10:2014-07-11,4.11,0,2.10.3,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.10:2014-07-20,4.11,1.7.5,2.1,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.10:2014-10-27,4.11,1.7.5,2.10.4,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.10:2015-07-02,4.11,1.7.7,2.10.5,0,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.10:2015-09-07,4.12,1.7.7,2.10.5,0,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.10:2015-11-14,4.12,1.7.7,2.10.5,18,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.10:2016-06-17,4.12,1.7.7,2.10.6,18,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.11:2014-08-06,4.11,1.7.5,2.11,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.11:2014-08-16,4.11,1.7.5,2.11.1,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.11:2014-10-08,4.11,1.7.5,2.11.2,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.11:2015-02-28,4.11,1.7.5,2.11.4,0,0,0,0,0,3.3.2,0,4.11
au.com.dius:pact-jvm-consumer-junit_2.11:2015-07-07,4.11,1.7.7,2.11.6,0,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.11:2015-07-25,4.12,1.7.7,2.11.6,0,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.11:2015-09-17,4.12,1.7.7,2.11.7,0,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.11:2015-11-14,4.12,1.7.7,2.11.7,18,0,0,0,0,3.3.2,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.12:2017-09-10,4.12,1.7.21,2.12.3,19,0,0,0,0,3.4,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.12:2017-09-27,4.12,1.7.21,2.12.3,23,0,0,0,0,3.4,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.12:2018-01-21,4.12,1.7.25,2.12.3,18,0,0,0,0,3.4,0,4.12
au.com.dius:pact-jvm-consumer-junit_2.12:2018-03-19,4.12,1.7.25,2.12.4,18,0,0,0,0,3.4,0,4.12
au.com.dius:pact-jvm-consumer-specs2_2.10:2014-07-11,0,0,2.10.3,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.10:2014-08-06,0,1.7.5,2.1,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.10:2014-10-06,0,1.7.5,2.10.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.10:2015-06-23,0,1.7.5,2.10.5,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2014-07-20,0,1.7.5,2.11,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2014-09-18,0,1.7.5,2.11.1,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2014-11-08,0,1.7.5,2.11.2,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2015-05-09,0,1.7.5,2.11.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2015-07-08,0,1.7.7,2.11.6,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2015-10-06,0,1.7.7,2.11.7,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2016-07-15,0,1.7.7,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-specs2_2.11:2017-06-20,0,1.7.21,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-logging_2.11:2015-07-25,0,1.7.7,2.11.6,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-logging_2.11:2015-11-22,0,1.7.7,2.11.7,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-logging_2.11:2016-07-31,0,1.7.7,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-logging_2.11:2016-12-30,0,1.7.21,2.11.8,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-matchers_2.10:2014-09-29,0,1.7.5,2.10.4,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-matchers_2.10:2015-05-21,0,1.7.5,2.10.4,0,0,0,0,0,3.3.2,0,0
au.com.dius:pact-jvm-matchers_2.10:2015-06-17,0,1.7.5,2.10.5,0,0,0,0,0,3.3.2,0,0
