au.com.dius:pact-jvm-consumer_2.11:2015-11-14,0,0,0,0,0,0,0,0,4.5.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2016-07-15,2.6.3,0,0,0,0,0,0,0,4.5.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2016-09-21,2.8.1,0,0,0,0,0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer_2.11:2016-10-01,2.6.3,0,0,0,0,0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-model:2016-10-01,0,0,0,0,0,0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-model:2017-05-14,0,0,0,0,0,2.8.0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-model:2017-09-15,0,0,0,0,0,2.8.0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,2.9.9,0
au.com.dius:pact-jvm-model:2017-09-27,0,0,0,0,0,2.8.1,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.10:2015-01-07,0,0,0,0,0,0,0,0,4.3.6,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.10:2015-05-09,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.10:2015-06-14,0,0,0,0,0,0,0,0,4.4.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.10:2016-03-29,0,0,0,0,0,0,0,0,4.5.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.11:2015-01-29,0,0,0,0,0,0,0,0,4.3.6,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.11:2015-02-28,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.11:2015-10-20,0,0,0,0,0,0,0,0,4.4.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider_2.11:2016-07-06,0,0,0,0,0,0,0,0,4.5.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-junit_2.11:2015-11-14,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-junit_2.11:2015-11-22,2.6.3,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-junit_2.11:2016-03-29,2.6.3,0,0,0,0,0,0,0,4.5.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-junit_2.11:2017-06-20,2.8.1,0,0,0,0,0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-lein_2.11:2015-11-14,0,0,0,0,0,0,0,0,4.4.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-lein_2.11:2016-07-15,0,0,0,0,0,0,0,0,4.5.1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-lein_2.11:2016-08-07,0,0,0,0,0,0,0,0,4.5.2,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-lein_2.11:2018-02-22,0,0,0,0,0,0,0,0,4.5.3,0,0,0,0,0,0,0,0,0,0,0
br.com.caelum:vraptor:2010-07-06,0,0,1.5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
